Birke@Birke MINGW64 /d/Repos/multiUAV-simulation/results (master)
for f in *.out ; do echo "$f"; tail -4 $f | grep --color=auto "at t="; done
 
Szenario_Hotel_Gabelbach-replM=2,biWeight=0.35,replSearchM=1,numUAVs=


###############################################################################
The following data was recorded with a 336 hours cutoff simulation time

numUAVs simRun duration
64 11 259200
64 12 60692.477641130088
64 13 259200
64 14 259200
64 15 259200
64 16 259200
64 17 259200
64 18 259200
64 19 259200
64 2 259200
64 20 259200
64 21 259200
64 22 259200
64 23 259200
64 3 259200
64 4 259200
64 5 259200
64 6 259200
64 7 259200
64 8 259200
64 9 259200
66 0 259200
66 1 259200
66 10 259200
66 11 259200
66 12 259200
66 13 259200
66 14 23226.988089142743
66 15 259200
66 16 259200
66 17 259200
66 18 259200
66 19 259200
66 2 7859.665053929402
66 20 259200
66 21 259200
66 22 259200
66 23 259200
66 3 40026.975499261606
66 4 259200
66 5 259200
66 6 259200
66 7 259200
66 8 259200
66 9 259200
68 0 259200
68 1 259200
68 10 259200
68 11 259200
68 12 259200
68 13 259200
68 14 259200
68 15 259200
68 16 259200
68 17 259200
68 18 259200
68 19 259200
68 2 259200
68 20 259200
68 21 259200
68 22 259200
68 23 259200
68 3 259200
68 4 259200
68 5 259200
68 6 259200
68 7 259200
68 8 259200
68 9 259200
70 0 259200
70 1 259200
70 10 259200
70 11 259200
70 12 5583.619795495835
70 13 259200
70 14 259200
70 15 259200
70 16 259200
70 17 259200
70 18 259200
70 19 259200
70 2 259200
70 20 259200
70 21 259200
70 22 259200
70 23 259200
70 3 259200
70 4 259200
70 5 259200
70 6 259200
70 7 259200
70 8 259200
70 9 259200
72 0 259200
72 1 259200
72 10 259200
72 11 259200
72 12 259200
72 13 259200
72 14 259200
72 15 259200
72 16 259200
72 17 259200
72 18 259200
72 19 259200
72 2 259200
72 20 259200
72 21 259200
72 22 259200
72 23 259200
72 3 259200
72 4 259200
72 5 259200
72 6 259200
72 7 259200
72 8 259200
72 9 259200
75 0 259200
75 1 259200
75 10 259200
75 11 259200
75 12 259200
75 13 259200
75 14 259200
75 15 259200
75 16 259200
75 17 259200
75 18 259200
75 19 259200
75 2 259200
75 20 259200
75 21 259200
75 22 259200
75 23 259200
75 3 259200
75 4 259200
75 5 259200
75 6 259200
75 7 259200
75 8 259200
75 9 259200
78 0 259200
78 1 259200
78 10 259200
78 11 259200
78 12 259200
78 13 259200
78 14 259200
78 15 259200
78 16 259200
78 17 259200
78 18 259200
78 19 259200
78 2 259200
78 20 259200
78 21 259200
78 22 259200
78 23 259200
78 3 259200
78 4 259200
78 5 80455.44976323893
78 6 259200
78 7 10971.211737870577
78 8 259200
78 9 259200
80 0 259200
80 1 259200
80 10 259200
80 11 259200
80 12 259200
80 13 259200
80 14 259200
80 15 259200
80 16 259200
80 17 259200
80 18 259200
80 19 259200
80 2 259200
80 20 259200
80 21 259200
80 22 259200
80 23 259200
80 3 259200
80 4 259200
80 5 259200
80 6 259200
80 7 259200
80 8 259200
80 9 259200
82 0 259200
82 1 259200
82 10 259200
82 11 259200
82 12 259200
82 13 259200
82 14 259200
82 15 259200
82 16 259200
82 17 259200
82 18 259200
82 19 259200
82 2 259200
82 20 259200
82 21 259200
82 22 259200
82 23 259200
82 3 259200
82 4 259200
82 5 259200
82 6 259200
82 7 259200
82 8 224910.727486246345
82 9 259200
85 0 259200
85 1 259200
85 10 259200
85 11 259200
85 12 259200
85 13 259200
85 14 259200
85 15 259200
85 16 259200
85 17 259200
85 18 259200
85 19 259200
85 2 259200
85 20 259200
85 21 259200
85 22 259200
85 23 259200
85 3 259200
85 4 259200
85 5 259200
85 6 259200
85 7 259200
85 8 259200
85 9 259200
88 0 259200
88 1 259200
88 10 259200
88 11 259200
88 12 99562.128944178772
88 13 259200
88 14 259200
88 15 259200
88 16 259200
88 17 259200
88 18 259200
88 19 259200
88 2 259200
88 20 259200
88 21 259200
88 22 259200
88 23 259200
88 3 259200
88 4 259200
88 5 259200
88 6 259200
88 7 259200
88 8 259200
88 9 259200
90 0 259200
90 1 259200
90 10 259200
90 11 259200
90 12 259200
90 13 259200
90 14 259200
90 15 259200
90 16 259200
90 17 259200
90 18 259200
90 19 169489.827650014636
90 2 259200
90 20 259200
90 21 259200
90 22 259200
90 23 259200
90 3 259200
90 4 259200
90 5 259200
90 6 259200
90 7 259200
90 8 259200
90 9 259200
92 0 259200
92 1 259200
92 10 259200
92 11 259200
92 12 259200
92 13 259200
92 14 259200
92 15 259200
92 16 259200
92 17 259200
92 18 259200
92 19 259200
92 2 259200
92 20 259200
92 21 259200
92 22 259200
92 23 259200
92 3 259200
92 4 259200
92 5 259200
92 6 259200
92 7 259200
92 8 259200
92 9 259200
95 0 259200
95 1 259200
95 10 259200
95 11 259200
95 12 259200
95 13 259200
95 14 259200
95 15 259200
95 16 259200
95 17 259200
95 18 259200
95 19 259200
95 2 259200
95 20 259200
95 21 259200
95 22 259200
95 23 259200
95 3 259200
95 4 259200
95 5 259200
95 6 259200
95 7 259200
95 8 259200
95 9 259200
98 0 259200
98 1 259200
98 10 259200
98 11 259200
98 12 259200
98 13 259200
98 14 259200
98 15 259200
98 16 259200
98 17 259200
98 18 259200
98 19 259200
98 2 259200
98 20 259200
98 21 259200
98 22 259200
98 23 259200
98 3 259200
98 4 259200
98 5 259200
98 6 259200
98 7 259200
98 8 259200
98 9 259200
100 0 259200
100 1 63771.137643852911
100 10 259200
100 11 259200
100 12 259200
100 13 259200
100 14 259200
100 15 259200
100 16 259200
100 17 259200
100 18 259200
100 19 259200
100 2 110944.822604913827
100 20 259200
100 21 259200
100 22 259200
100 23 259200
100 3 259200
100 4 259200
100 5 259200
100 6 259200
100 7 203466.283869008283
100 8 259200
100 9 259200
200 0 259200
200 1 259200
200 10 11241.291934980647
200 11 259200
200 12 259200
200 13 259200
200 14 259200
200 15 259200
200 16 259200
200 17 259200
200 18 259200
200 19 259200
200 2 259200
200 20 259200
200 21 259200
200 22 259200
200 23 259200
200 3 259200
200 4 259200
200 5 259200
200 6 259200
200 7 259200
200 8 259200
200 9 259200
400 0 53847.060593279271
400 1 259200
400 10 259200
400 11 259200
400 12 259200
400 13 259200
400 14 259200
400 15 259200
400 16 259200
400 17 259200
400 18 259200
400 19 259200
400 2 43901.03309827732
400 20 259200
400 21 259200
400 22 259200
400 23 259200
400 3 259200
400 4 259200
400 5 259200
400 6 259200
400 7 259200
400 8 259200
400 9 259200
